Y,X,garden_name,county,address,city,zip_code
33.88637466,-84.70421027,Brooks Garcia Farm,Cobb,Florence Road,Powder Springs,0
33.86423488,-84.33822075,Brookhaven/ DeKalb Service Center,DeKalb,Peachtree Road,Brookhaven,0
33.84267045,-84.68054308,Bray Family Farms,Cobb,Oglesby Road,Powder Springs,0
33.72486789,-84.36639687,Boulevard Heights Community Garden,Fulton,Schuyler Avenue SE,Atlanta,0
33.72947559,-84.21607947,Besmaid Garden Essentials,DeKalb,Maplewood Drive, ,0
33.73929798,-84.20161053,Bamboo Creek Farm - Global Growers,DeKalb,Big Valley Way, ,0
33.81067935,-84.36913459,Atlanta Fire Station #29 Orchard,Fulton,Monroe Drive,Atlanta,0
33.8710261,-84.40859161,Atlanta Fire Station #27 Orchard,Fulton,Northside Drive NW,Atlanta,0
33.72293987,-84.46450919,Atlanta Fire Station #25 Orchard,Fulton,Benjamin E. Mays Drive,Atlanta,0
33.74199061,-84.34769363,Atlanta Fire Station #13 Orchard,DeKalb,Metropolitan Avenue SE,Atlanta,0
33.7422952,-84.36848704,Atlanta Fire Station #10 Orchard,Fulton,Boulevard SE,Atlanta,0
33.7324122,-84.35481089,"Atlanta Neighborhood Charter School, Inc",Fulton,820 Essie Avenue SE,Atlanta,30316
33.78953427,-84.37503876,Atlanta Botanical Gardens,Fulton,Piedmont Avenue,Atlanta,0
33.94554284,-83.98166809,Applewood Towers II Community Garden,Gwinnett,Grayson Highway,Lawrenceville,0
33.71129148,-84.79924079,Abundant Harvest Gardens,Douglas,Cowan Mill Road, ,0
33.76582834,-84.46927029,7th Day Adventist Community Garden (Berean Academy),Fulton,Hamilton E Holmes Dr NW,Atlanta,0
33.76504647,-84.39116175,Atlanta Mission Urban Garden,Fulton,Ivan Allen Jr Blvd NW,Atlanta,0
33.84185708,-84.3862554,Buckhead Men's Garden Club,Fulton,W Paces Ferry,Atlanta,0
33.7700929,-84.35842885,Poncey Highland Community Garden (Freedom Park),Fulton,Freedom Parkway,Atlanta,0
33.77500315,-84.4411153,Grove Park Community Garden,Fulton,Hortense Place,Atlanta,0
33.75273273,-84.37608863,Selena S. Butler Community Garden,Fulton,Wm Holmes Borders Sr. Drive SE,Atlanta,0
34.10457361,-84.51641676,Woodstock Community Garden,Cherokee,Dobbs Road,Woodstock,0
33.71099466,-84.25766981,Wonderland Gardens,DeKalb,Rainbow Drive, ,0
33.43425797,-84.15864191,Windy Hill Community Garden,Henry,Windy Hill Road,McDonough,0
33.44434441,-84.13980946,Hooten Street Garden,Henry,Hooten Street,McDonough,0
33.31918414,-84.13812063,Cubihatcha Plot,Henry,Collins Road, ,0
33.74042676,-84.4307806,West End - Mother Clyde Community Garden,Fulton,Oak Street,Atlanta,0
33.80075166,-84.41052414,Northside Shepherd Senior Center/ Vivian T. Minor Adult Daycare Community Garden,Fulton,1705 Commerce Drive,Atlanta,0
33.91161867,-84.54654407,Marietta Homeless Authority,Cobb,1712 Oak Street SE, ,0
33.82768375,-84.57633765,Mableton Community Garden,Cobb,5239 Floyd Road, ,0
33.38361775,-84.57395077,Peachtree City Community Garden,Fayette,Kelly Drive,Peachtree City,0
33.79292273,-84.25659956,Tobie Grant Community Garden,DeKalb,Tobie Circle, ,0
33.77768876,-84.30492837,Tanyard Creek Community Garden,DeKalb,Oakland Street and Northern Avenue,Decatur,0
33.74631933,-84.24659271,Peachcrest Senior Center,DeKalb,Sherrydale Lane, ,0
33.7107211,-84.26703848,Magnolia Circle Senior Garden,DeKalb,Dash Lewis Drive, ,0
33.90663443,-84.26121441,Honeysuckle Park Community Garden,DeKalb,Pleasant Valley Drive,Doraville,0
33.93130889,-84.33672186,Spruill Center Community Garden,DeKalb,Ashford Dunwoody Road at Meadow Lane,Dunwoody,0
33.7006046,-84.38373946,South Bend Park Community Garden,Fulton,Compton Drive,Atlanta,0
33.80477151,-84.29765425,Medlock Park Community Garden,DeKalb,1031 Scott Circle,Decatur,30033
33.93405747,-84.29395833,St. Patrick's Episcopal Church/ Malachi's Garden,DeKalb,4755 North Peachtree Road,Dunwoody,0
33.78744062,-84.25599134,Scottdale Senior Center Community Garden,DeKalb,3262 Chapel Street, ,0
33.7282003,-84.2919368,St. Peter Claver School,DeKalb,2560 Tilson Road, ,0
33.70096457,-84.40629866,Community Life at Brookside Park Apartments,Fulton,2000 Rambling Drive SW,Atlanta,0
33.86721731,-84.2998865,Rosalynn Apartments Community Garden,DeKalb,2198 Dresden Drive, ,0
33.77451338,-84.34818556,Druid Hills Preschool,DeKalb,1200 Ponce de Leon Avenue NE,Atlanta,0
33.67851543,-84.54774247,Catholic Church of the Most Blessed Sacrament,Fulton,2971 Butner Road, ,0
33.80072994,-84.50282014,Riverview Landing Community Garden,Cobb,6269 Riverview Road, ,0
33.76744696,-84.29852455,Renfroe Middle School,DeKalb,220 West College Avenue,Decatur,0
33.76955767,-84.29870343,Decatur High School Community Garden,DeKalb,West College Avenue,Decatur,0
33.83291759,-84.07982476,Rainbow Heights CPACS Garden,Gwinnett,2165 Ross Road, ,0
33.87576868,-84.33172659,Oglethorpe University,DeKalb,Peachtree Road NE,Brookhaven,0
33.87143287,-84.130357,Parkview Neighborhood Community Garden,Gwinnett,4875 Lilburn Stone Mountain Road,Lilburn,0
33.93215902,-84.30082395,Dunwoody Community Garden,DeKalb,Brook Run Avenue,Dunwoody,0
33.7430503,-84.32948357,Parkview Community Garden at DeKalb Memorial Park,DeKalb,Wilkinson Drive,Atlanta,0
33.76374447,-84.30598912,Oakhurst Elementary School,DeKalb,175 Mead Road,Decatur,0
33.96783133,-84.36325457,North Springs United Methodist Church,Fulton,7770 Roswell Road,Sandy Springs,0
33.77548055,-84.45720231,Super Giant Food Urban Health Initiative Community Garden,Fulton,2176 Donald Lee Hollowell NW,Atlanta,0
33.76958221,-84.34022272,Mary Lin Elementary School,DeKalb,586 Candler Park Drive NE,Atlanta,0
33.7675368,-84.41475247,Atlanta Harm Reduction Coalition,Fulton,472 Paines Avenue NW,Atlanta,0
33.8261828,-84.36280954,Marian Road Senior High Rise,Fulton,760 Sidney Marcus Blvd NW,Atlanta,0
33.89858539,-84.65845132,Macland Road Presbyterian Church,Cobb,3615 Macland Road, ,0
33.71432216,-84.0983127,Lucious Sanders Recreation Center,DeKalb,2484 Bruce St.,Lithonia,30058
33.83518313,-84.34239929,Skyland Trail,DeKalb,1903 North Druid Hills Road NE,Brookhaven,0
33.71403695,-84.16454017,Lou Walker Senior Garden,DeKalb,2538 Panola Road, ,0
33.95375888,-84.38554535,Lost Corner Park Community Garden,Fulton,Brandon Mill Road and Riverside Drive,Sandy Springs,0
33.79570327,-84.40182484,Loring Heights Community Garden,Fulton,426 Deering Road,Atlanta,0
33.88500703,-84.13300003,Lilburn Community Garden,Gwinnett,Camp Creek Road,Lilburn,0
33.7097849,-84.44832659,QLS Haven & Garden Apartments,Fulton,1840 & 1870 Campbellton Road,Atlanta,0
34.08949836,-84.07050833,North Gwinnett Church,Gwinnett,4963 West Price Road, ,0
33.7171471,-84.38935026,Georgia Citizens Coalition on Hunger,Fulton,9 Gammon Avenue,Atlanta,0
33.73427875,-84.3521576,Holy Comforter Episcopal Church,Fulton,737 Woodland Avenue SE,Atlanta,0
34.01413201,-84.39331411,High Meadows School,Fulton,1055 Willeo Road,Roswell,0
33.86336514,-84.23216017,Henderson Park Community Garden,DeKalb,2723 Henderson Rd,Tucker,30084
33.77604366,-84.2922108,Heavenly Harvest Garden - Decatur First UMC,DeKalb,300 E Ponce de Leon Avenue,Decatur,0
33.76635158,-84.22349035,First St Peter AME Church,DeKalb,1074 S Indian Creek Drive, ,0
33.70620759,-84.10988582,First St Paul AME Church,DeKalb,2687 Klondike Road,Lithonia,0
33.7669874,-84.33966255,First Existentialist Church,DeKalb,470 Candler Park Drive,Atlanta,0
33.67806507,-84.17645493,First African Presbyterian Church- Creation Care Community Garden of Eden,DeKalb,5197 Salem Road,Lithonia,30038
33.77018855,-84.41718777,English Avenue Urban Farm,Fulton,North Avenue and Joseph E. Lowery Blvd,Atlanta,0
34.02044033,-84.26887192,Johns Creek Community Garden,Fulton,Old Alabama Road,Johns Creek,0
33.75520401,-84.33840835,Edgewood Community Learning Garden,DeKalb,Hardee Street and Mayson Avenue,Atlanta,0
33.7555248,-84.3364719,Edgewood Court Residential Association,DeKalb,1572 Hardee Street,Atlanta,0
34.00098559,-84.29555375,East Roswell Community Garden,Fulton,Fouts Road,Roswell,0
33.74534894,-84.72710857,Douglas Senior Services,Douglas,8750 Dorris Road,Douglasville,0
33.78976443,-84.2883571,Decatur Christian Tower,DeKalb,1438 Church Street,Decatur,0
34.1438142,-84.00342406,Lanier Community Garden,Gwinnett,2601 Buford Dam Road,Buford,0
33.44164499,-84.44848422,Fayette Senoir Services Therapeutic Garden,Fayette,4 Center Drive,Fayetteville,0
33.56754236,-84.48381138,Creek Park Community Garden,Fulton,Creel Road, ,0
33.70588704,-84.42439392,Dog Head Farm,Fulton,Birch Street SW,Atlanta,0
33.78827749,-84.43737511,Covenant House,Fulton,1559 Johnson Road NW,Atlanta,0
33.75478898,-84.37741595,Auburn Neighborhood Senior Center,Fulton,300 Edgewood Avenue SE,Atlanta,0
33.72679087,-84.38833709,Emmaus House,Fulton,1017 Hank Aaron Drive SE,Atlanta,0
33.76156804,-84.27691502,The Friends School of Atlanta,DeKalb,S Columbia Drive,Decatur,0
34.13144753,-84.07015028,Gary Pirkle Park Community Garden,Gwinnett,Suwanee Dam Road at Austin Garner Road,Sugar Hill,0
33.76259043,-84.40902065,Historic Westside Gardens,Fulton,"Joseph E Boone, Elm Street and Sunset Avenue",Atlanta,0
33.75743229,-84.40802451,GLEN Project,Fulton,Vine Street and Delbridge Street,Atlanta,0
33.72801132,-84.37654793,Grant Park Community Garden,Fulton,Grant Street SE,Atlanta,0
33.74584556,-84.42452103,Omenala Griot - HABESHA,Fulton,337 Dargan Place SW,Atlanta,0
33.54640628,-84.13902338,Yule Forest,Henry,Hwy 155, ,0
33.44442941,-84.52583892,Adams Farm,Fayette,Hwy 54, ,0
33.75049724,-84.42666991,Ashview Urban Farm,Fulton,Holderness Street SW,Atlanta,0
33.77428183,-84.49940519,Darnell Center,Fulton,Fairburn Road, ,0
33.70669007,-84.16271162,Alice Williams Towers,DeKalb,5480 Hillandale Drive, ,0
33.74153101,-84.25492033,Healthy Belvedere Community Garden,DeKalb,1679 Columbia Drive, ,0
33.97652521,-84.00258173,Georgia Gwinnett College,Gwinnett,1000 University Center Lane,Lawrenceville,0
33.75661288,-84.30529534,Glory Garden at Spring Park,DeKalb,1301 Oakview Road, ,0
33.66218732,-84.44271183,Woodward Academy,Fulton,Cambridge Avenue,College Park,0
33.70445589,-84.27554637,Allegre Pointe Senior Community Garden,DeKalb,Flat Shoals Road, ,0
33.70480079,-84.56089154,A. Phillip Randolph Elementary School,Fulton,Hwy 166, ,0
33.71579735,-84.39262441,Villages at Carver Community Garden,Fulton,Pryor Road,Atlanta,0
33.76407084,-84.4271586,Hunter Hills Community Garden,Fulton,Troy and Boone,Atlanta,0
33.74604742,-84.19582141,Ujima Garden,DeKalb,1634 South Hairston Road, ,0
33.85070933,-84.22173903,Hometown Harvest,DeKalb,4080 Bancroft Circle, ,0
33.74403894,-84.75127281,Douglas County Master Gardeners,Douglas,6770 Selman Drive,Douglasville,0
33.77706819,-84.23569836,Dunaire Parke,DeKalb,671 Chevoit Drive, ,0
34.14961876,-84.51922875,God's Garden,Cherokee,Sixes Road near the Cherokee Aquatics Center, ,0
33.79336878,-84.31268683,Emory Grove Community Garden,DeKalb,2063 Edinburg Terrace NE,Atlanta,30307
33.77440493,-84.42006208,Good Samaritan Health Center,Fulton,Donald Lee Hollowell Pkwy, ,0
33.75484203,-84.31170164,Hawk Hollow Garden,DeKalb,2304 1st Avenue, ,0
33.75947609,-84.31000459,Sugar Creek Garden,DeKalb,415 East Lake Drive, ,0
34.04894182,-84.20838747,Chattahoochee High School,Fulton,5230 Taylor Road,Johns Creek,0
34.02146778,-84.19826708,State Bridge Crossing Elementary School,Fulton,State Bridge Road,Johns Creek,
33.73863528,-84.34458985,East Atlanta Village Learning Garden,DeKalb,Stokeswood Avenue,Atlanta,
33.77345115,-84.27971215,Arcadia Community Garden,DeKalb,737 Arcadia Avenue,,
33.73727286,-84.38202793,Georgia Avenue Senior Tower,Fulton,174 Georgia Avenue,Atlanta,
33.80859615,-84.3824242,Open Hand Garden,Fulton,181 Armour Drive NE,Atlanta,
33.78228294,-84.36334091,Inman Middle School,Fulton,Park Drive at Virginia Avenue,Atlanta,
33.79290483,-84.36498957,Morningside Community Garden,Fulton,Hillpine Drive at the Georgia Power lines,Atlanta,
33.74670613,-84.35531766,Wonderoot Community Garden,Fulton,982 Memorial Drive,Atlanta,
33.73943443,-84.429688,West End Community Garden Nursery,Fulton,1285 Ralph David Abernathy Blvd SW,Atlanta,
33.74658908,-84.40371941,3x3 Project,Fulton,307 Walker Street SW,Atlanta,
33.9663365,-84.62237896,Lake Laura Gardens,Cobb,2430 Burnt Hickory Road NW,,
34.05702144,-84.4346418,Mabry Farms Apiary,Cobb,Wesley Chapel Road,,
33.59024719,-84.06515711,Monastery of the Holy Spirit,Rockdale,2625 Highway 212,,
33.90757421,-84.65661219,My Dad and Me Family Farm,Cobb,3698 Velma Drive,,
33.76137725,-84.4187499,Ashby Circle Playlot,Fulton,Ashby Circle NW,Atlanta,
33.73905598,-84.36177189,Maynard H. Jackson High School,Fulton,801 Glenwood Avenue SE,Atlanta,
33.76598763,-84.37174156,Operation PEACE,Fulton,420 Boulevard,Atlanta,
33.78620703,-84.4169037,Fresh Roots Farm,Fulton,1260 Foster Street,Atlanta,
33.77888998,-84.31778298,Fernbank Science Center,DeKalb,Heaton Park Drive,Atlanta,
33.779056,-84.21140966,Allgood Elementary School,DeKalb,,Stone Mountain,30083
34.10981028,-84.44015431,Arnold Mill Elementary School,Cherokee,,Woodstock,30188
33.88080618,-84.5789161,Birney Elementary School,Cobb,,Marietta,30060
34.12957519,-84.59000113,Boston Elementary School,Cherokee,,Woodstock,30189
33.68780716,-84.18471181,Bouie Theme School,DeKalb,,Lithonia,30038
33.83900563,-84.26849881,Briarlake Elementary School,DeKalb,,Decatur,30033
33.9199472,-84.46755376,Brumby Elementary School,Cobb,,Marietta,30067
34.24141064,-84.49402733,Canton YMCA,Cherokee,,Canton,30114
33.89430257,-84.27094511,Cary Reynolds Elementary School,DeKalb,,Doraville,30340
33.89880035,-84.3053571,Chamblee Charter High School,DeKalb,,Chamblee,30341
33.92830909,-84.29558156,Chestnut Elementary School,DeKalb,,Dunwoody,30338
33.7921792,-84.23603845,Clarkston High School,DeKalb,,Clarkston,30021
33.82671363,-84.30860389,Cliff Valley School,DeKalb,2426 Clairmont Road ,Atlanta,30329
33.6969252,-84.30173863,Clifton Elementary School,DeKalb,3132 Clifton Church Road,Atlanta,30316
33.69810928,-84.25197299,Columbia Middle,DeKalb,,Decatur,30034
33.82353855,-84.19887473,D.A.T.E. Academy School,DeKalb,,Stone Mountain,30083
33.78625381,-84.30228053,Decatur Scott Community Garden,DeKalb,,Decatur,30030
33.82353855,-84.19887473,DeKalb Academy of Tech & Enivronment School,DeKalb,,Stone Mountain,30083
33.79993381,-84.19880168,DeKalb Alternative,DeKalb,,Stone Mountain,30083
33.83726227,-84.57621003,Floyd Middle School,Cobb,,Mableton,30126
34.19298651,-84.53730936,Freedom Middle School,Cherokee,,Canton,30114
34.00650579,-83.91366814,Hebron Christian Academy Veggie School Garden,Gwinnett,,Dacula,30019
33.91835886,-84.28016569,Hightower Elementary School,DeKalb,,Doraville,30360
33.82692818,-84.22185625,Idlewood Elementary School,DeKalb,,Tucker,30084
33.94819827,-84.29710288,Kingsley Charter School,DeKalb,2051 Brendon Drive,Atlanta,30338
33.91518914,-84.31998648,Kittredge School,DeKalb,1663 E. Nancy Creek Drive,Atlanta,30319
33.8347982,-84.09089637,Lake Lucerne Estates Community Garden,Gwinnett,,Lilburn,30047
33.88422186,-84.61085664,Hollydale Elementary School,Cobb,,Marietta,30008
34.07072954,-84.06975536,Level Creek Elementary,Gwinnett,,Suwanee,30024
34.10619571,-84.47052622,Little River Elementary School,Cherokee,,Woodstock,30188
33.9351906,-84.5036248,Marietta YELLS/Franklin Road Garden,Cobb,,Marietta,30067
33.94454968,-84.68800799,Midway Covenant School,Cobb,,Powder Springs,30127
33.85812,-84.5213611,Mill Pond Community Garden,Cobb,,Smyrna,30082
33.94345523,-84.21003063,Norcross Community Garden,Gwinnett,,Norcross,30071
33.93759989,-84.22147621,Norcross Elementary School Vegetable Garden,Gwinnett,,Norcross,30071
34.05026974,-84.700675,North Cobb Neighborhood Senior Community Garden,Cobb,,Acworth,30101
33.96585023,-84.3626056,North Fulton Community Garden,Fulton,7741 Roswell Road,Atlanta,30350
33.96269195,-84.54202994,North Marietta Neighborhood Community Garden,Cobb,,Marietta,30060
33.87952425,-84.55133241,Norton Park Elementary School,Cobb,,Smyrna,30082
33.90303998,-84.25891391,Oakcliff Theme School,DeKalb,3151 Willow Oak Way ,Atlanta,30340
33.67963416,-84.26964439,Oakview Elementary School,DeKalb,,Decatur,30034
33.77319531,-84.33795687,Paideia School,DeKalb,1509 Ponce de Leon Ave NE,Atlanta,30307
33.93110693,-84.29488876,Peachtree Charter Middle School,DeKalb,,Dunwoody,30338
33.89055273,-84.00626036,Pharr Elementary School,Gwinnett,,Snellville,30078
33.98447142,-84.23024415,Pinckneyville Middle School Garden,Gwinnett,,Norcross,30092
33.85488492,-84.0630443,R. D. Head Elementary School,Gwinnett,,Lilburn,30047
33.65467475,-84.02028773,Rockdale County Community Garden,Rockdale,,Conyers,30094
33.75800794,-84.22193429,Rowland Elementary School,DeKalb,,Stone Mountain,30083
33.84767426,-84.59885553,Sanders Elementary School,Cobb,,Austell,30106
33.829035,-84.07785365,Shiloh Elementary School Granny's Garden,Gwinnett,,Snellville,30039
33.83798624,-84.1597902,Smoke Rise Charter School,DeKalb,,Stone Mountain,30087
33.6757432,-84.44574201,South Fulton Community Garden,Fulton,,East Point,30344
33.70725637,-84.11785994,Stoneview Elementary,DeKalb,,Lithonia,30058
34.12776918,-84.04640783,Sycamore Elementary School,Gwinnett,,Sugar Hill,30518
33.86426771,-84.48695375,Teasley Elementary School,Cobb,,Smyrna,30080
33.99363734,-84.40515731,Timber Ridge Elementary School,Cobb,,Marietta,30068
33.76245467,-84.2809779,Waldorff School,DeKalb,,Decatur,30030
33.84148283,-84.33714486,Woodward Elementary,DeKalb,3034 Curtis Drive,Atlanta,30319
34.055253,-84.44931601,Unity North Organic Community Garden,Cobb,,Marietta,30066
33.85216605,-84.53615215,Smyrna Community Garden,Cobb,,Smyrna,30082
34.07258053,-84.05123853,Roberts Elementary School,Gwinnett,,Suwanee,30024
34.21620669,-84.53262821,Knox Elementary School,Cherokee,,Canton,30114
33.87091006,-84.67739288,Compton Elementary School,Cobb,,Powder Springs,30127
33.80721207,-84.19168526,Hairston Lake Community Garden,DeKalb,1023 North Hairston Road,Stone Mountain,30083
33.67139266,-84.30720161,Atlanta Family Church,DeKalb,3060 Bouldercrest Rd,Ellenwood,30294
33.73984445,-84.51462359,Big Bethel Village,Fulton,500 Richard Allen Blvd SW,Atlanta,30331
33.70416329,-84.35635408,Thomasville Center of Hope Boys and Girls Club,Fulton,1835 Henry Thomas Drive SE,Atlanta,30315
33.76502427,-84.40907079,Elm Street Urban Farm,Fulton,380 Elm Street NW,Atlanta,30314
33.7350824,-84.37623784,Atlanta Neighborhood Charter School Farm,DeKalb,688 Grant Street,Atlanta,30316
33.65764471,-84.45213328,Favor Garden,Clayton,1926 John Calvin Ave,College Park,30337
33.73987289,-84.37397019,St. Nicholas Orthox Academy Garden,Fulton,543 Cherokee Ave SE,Atlanta,30312
33.76303727,-84.46937242,Back to Eden,Fulton,291 Hamilton E Holmes Dr NW,Atlanta,30318
33.72796508,-84.39764971,Pittman Park/Brother Moore Garden,Fulton,950 Garibaldi St SW,Atlanta,30310
33.98605182,-84.52715173,Sawyer Road Elementary SEALS,Cobb,840 Sawyer Rd,Marietta,30062
33.72093466,-84.43003348,Gilliam's Garden,Fulton,Oakland Terrace,Atlanta,
33.75509702,-84.33770915,Coan Edible School Yard,DeKalb,Hardee Street,,
33.94310568,-84.35999386,UPS Headquarters,Fulton,Glenlake Parkway,,
33.74130222,-84.39977624,HABESHA,Fulton,477 Windsor Street SW,Atlanta,30312
33.76664685,-84.27858708,United Methodist Children's Home,Dekalb,500 South Columbia Drive,Decatur,30030
33.72835638,-84.40517608,Welch Street Community Garden,Fulton,975 Welch Street,Atlanta,30310
33.73027531,-84.434928,Outdoor Activity Center,Fulton,1442 Richland Road,Atlanta,30310
33.74649123,-84.38110977,Wesley International Academy,Fulton,211 Memorial Drive,Atlanta,30312
33.74647923,-84.19583169,Roots of Change Farm,Dekalb,1634 South Hairston Road,Stone Mountain,30088
33.75837015,-84.34962177,Gateway Park,Fulton,Brantley Street NE,Atlanta,30307
33.77196514,-84.428396,Northwest Youth Power Early Learning Center,Fulton,1225 Donald Lee Hollowell Parkway,Atlanta,30318
33.74573782,-84.42472221,Omenala Griot African Teaching Museum,Fulton,337 Dargan Place,Atlanta,30310
33.86263011,-84.21405296,Kelly C Cofer Park Pollinator Garden & Orchard,Dekalb,4259 North Park Drive,Tucker,30084
33.68560407,-84.44367504,East Point Historical Society,Fulton,1685 Norman Berry Drive,East Point,30344
33.678713,-84.42336404,River Park,Fulton,Blount Street,East Point,30344
33.76607789,-84.44850586,Kindezi School,Fulton,1890 Detroit Avenue,Atlanta,30314
33.69630711,-84.43799404,Colonial Hills Neighborhood Orchard,Fulton,,Atlanta,30344
33.75452607,-84.327941,Toomer Elementary School,Dekalb,65 Rogers Street,Atlanta,30317
33.75522,-84.33786007,Coan Middle School,Dekalb,1503 Hardee Street,Atlanta,30317
33.743398,-84.33034207,Dekalb Memorial Park,Dekalb,353 Wilkinson Drive,Atlanta,30317
33.73880593,-84.34420607,East Atlanta Village Farmers Market,Dekalb,561 Flat Shoals Avenue,Atlanta,30316
33.73765989,-84.34711196,Brownwood Park,Dekalb,602 Brownwood Avenue,Atlanta,30316
33.74049211,-84.34763307,Branan Towers,Dekalb,1200 Glenwood Avenue,Atlanta,30316
33.70589486,-84.32608004,McNair High School,Dekalb,1804 Bouldercrest Road,Atlanta,30316
33.73466464,-84.42166604,Patchworks City Farms,Fulton,765 Peeples Street,Atlanta,30310
33.73289896,-84.42172004,Brown Middle School Beltline Orchard,Fulton,Beecher Street & Peeples Street,Atlanta,30310
33.74279625,-84.42415011,Good Shepherd Agro Ecology Center,Fulton,445 Lawton Street,Atlanta,30310
33.73131986,-84.37352396,Erskine Fountain Community Orchards,Fulton,Cherokee Avenue & Orchard Street,Atlanta,30315
33.705582,-84.42498204,Doghead Farm,Fulton,1117 Birch Street,Atlanta,30310
33.72115895,-84.43023095,Gilliam's Community Garden,Fulton,1286 Oakland Terrace,Atlanta,30310
33.72385774,-84.463266,Providence Missionary Baptist Church,Fulton,2295 Benjamin E Mays Drive,Atlanta,30311
33.76202674,-84.331951,Lake Claire Community Land Trust,Dekalb,280 Arizona Avenue,Atlanta,30307
33.76927103,-84.34040097,Mary Lin Elementary School,Dekalb,586 Candler Park Drive,Atlanta,30307
33.76249174,-84.41017051,Vine City Neighborhood Orchard,Fulton,292 Sunset Avenue,Atlanta,30314
33.75818374,-84.42164051,Washington Park,Fulton,102 Ollie Street,Atlanta,30314
33.72810972,-84.360431,Tapestry Community Garden,Fulton,842 East Confederate Avenue,Atlanta,30316
33.71816177,-84.37677877,Choosewood Park Neighborhood Orchard,Fulton,1334 Grant Street,Atlanta,30315
33.75181574,-84.376678,Truly Living Well,Fulton,75 Hilliard Street,Atlanta,30312
33.76194005,-84.2971262,Wylde Center,Dekalb,435 Oakview Road,Decatur,30030
33.77099353,-84.37556144,Cosby Spear Memorial Tower,Fulton,355 North Avenue,Atlanta,30308
33.59511443,-84.33536967,Community Garden of Morrow,Clayton,Jonesboro Road,,
33.74713467,-84.35588563,Homegrown Restaurant,Fulton,Memorial Drive,Atlanta,
33.82286166,-84.32422625,Atwood Community Garden at Kittridge Park,DeKalb,Off of Holly Lane Road,Atlanta,
33.7320761,-84.23607663,Austin Drive Garden,DeKalb,1989 Austin Drive,Decatur,
33.89413688,-84.32582664,Blackburn Park Community Garden,DeKalb,Donaldson Drive,,
33.71142318,-84.38257824,Blackshere Community Garden,Fulton,14 Meldon Avenue,Atlanta,
33.946366,-84.30467346,Camp Isadore Alterman,DeKalb,5342 Tilly Mill Road,Dunwoody,
33.85813328,-84.30406133,Cider City Garden,DeKalb,2052 Dover Hill Pl,,
33.76345427,-84.436664,Cinnamon City Farms,,1490 Joseph E. Boone,,
33.84480016,-84.01058398,Community Garden at Snellville,,2500 Sawyer Pkwy SW,,
33.95662626,-84.33278686,Dunwoody Nature Center,,5343 Roberts Drive,,
33.52412075,-84.61369029,Families First Community Garden,,8410 Gullatt Road,,
33.86666899,-84.38916476,Farm Chastain ,,4001 Powers Ferry Rd,,
33.58075603,-84.49365778,"Flatshoals rd. 30349 Community Garden, Inc.",,3190 Flatshoals Rd,,
34.28517876,-83.8300958,Gainesville Housing Authority Garden,,854 Davis Street,Gainesville,
34.05254653,-84.19849523,Gan Tamid Community Garden,,11165 Parsons Road,,
33.95347148,-84.53093217,Georgia Baptist Children's Homes and Family Ministries,,729 Lawrence Street NE,,
33.73964154,-84.32508564,Greater Piney Grove Community Farm,,1879 Glenwood Ave SE,,
33.54367657,-83.5102424,Harvest of the Heart Garden,,1140 Monticello Hwy #200a,,
33.78251114,-84.42426843,Howell Station Community Garden,,1150 Niles Ave NW,,
33.7431271,-84.41999995,John Harland Boys & Girls Club Garden,,434 Peoples Street SW,,
33.99873836,-84.21942762,Jones Bridge Community Garden,,4403 Whitecap Lane,,
33.70028859,-84.39191801,Jospeh B. Whitehead Boys & Girls Club,,,,
33.43959661,-84.15119808,Lewis Street Community Garden,,,,
33.82612343,-84.28339119,Mason's LaVista community garden,,2998 LaVista Rd,,
33.77014805,-84.43941215,Mena's farm,,544 Elmwood Rd,,
33.78025443,-84.40958842,My Sisters Atlanta Union Mission House,,921 Howell Mill Rd,,
33.79478999,-84.28954539,North Decatur Presvyterian Church Garden,,611 Medlock Road,,
33.7082786,-84.48096037,Pearl Academy Agriculture and Environmental Center,,1722 Harbin Road SW,,
33.73516724,-84.43837281,San Pedro Community Garden at Westview,,1540 Olympian Circle SW,,
33.83357352,-84.38720948,Seeds of Life Community Garden,,2820 Peachtree Road NW,,
33.73935034,-84.32228384,The GROVE Urban Farm,,1577 Terry Mill Road,,
33.76582849,-84.3848059,The Mustard Seed Garden at St. Luke's,,435 Peachtree Street NE,,
33.7139679,-84.39297465,The Veranda at Carver,,217 Thirkeld Ave,,
33.7462758,-84.3951024,Welcome House (Caring Works),,234 Memorial Drive,Atlanta,
33.81490605,-84.3323473,Post Briarcliff Community Garden,,500 Briarvista Way,,
33.80895247,-84.41615313,Post Collier Hills Community Garden,,914 Collier Road NW,,
33.87660534,-84.47240277,Post Crest Community Garden,,50 Adams Lake Blvd,,
33.86257699,-84.34018782,Post Glen Community Garden,,4120 Peachtree Rd NE,,
33.81979295,-84.37173244,Post Lindbergh Community Garden,,485 Lindbergh Place NE,,
33.81916683,-84.37522791,Post Peachtree Hills Community Garden,,350 Peachtree Hills Ave NE,,
33.76593982,-84.37841826,Post Renaissance Community Garden,,400 Central Park Place,,
33.87028696,-84.47989594,Post Spring Community Garden,,3375 Spring Hill Parkway SE,,
33.85076558,-84.36792346,Post Stratford Community Garden,,3400 Stratford Road,,
33.75011894,-84.30892584,East Lake Community Learning Garden,,56 2nd Avenue Southeast,Atlanta,
